stname,fips,trump,clinton,totalvotes,white,poverty,population
Missouri,29049,7067,2572,10208,95.62691521961185,10.40235036350961,20530
Missouri,29051,24616,10913,37374,84.0657028896481,10.924252371041861,76775
Missouri,29053,5624,1932,7986,89.36833708028138,14.661700806952204,17683
Missouri,29055,7724,1824,9696,96.98649303126513,18.6173996735992,24232
Missouri,29057,3184,637,3951,95.9926531975288,17.52370776011754,7606
Missouri,29059,5895,1272,7453,96.48730640268242,18.649815043156597,16380
Missouri,29061,2767,730,3593,97.36022298737498,16.926531121367095,8233
Missouri,29063,3540,824,4594,82.78743636538277,15.689503732981994,12505
Missouri,29065,5600,978,6791,96.31799163179916,19.76245463543385,15425
Missouri,29067,5486,984,6666,96.74440742503569,19.785974499089253,13352
Missouri,29069,8026,2360,10578,85.32546463489827,27.21186839803539,30556
Missouri,29071,35430,12341,50113,96.6958618938817,10.735882132797574,102754
Missouri,29073,5670,1520,7445,97.50644883920894,12.129156892507243,14750
Missouri,29075,2304,605,3043,97.41015860269022,14.616920006141562,6637
Missouri,29077,78035,42728,129231,90.73456456496044,16.498112335867063,287881
Missouri,29079,3462,780,4310,95.91277095847481,17.14460659250944,10080
Missouri,29081,2965,574,3689,96.80506250964656,18.080171285833234,8590
Missouri,29083,7075,2357,9866,95.84622708878838,20.689979319420942,21617
Missouri,29085,3542,1016,4724,96.95098417599382,19.29249918113331,9374
Missouri,29087,1926,347,2355,97.17086834733894,14.101382488479263,4479
Missouri,29089,3277,1283,4868,92.10794297352342,15.854700854700853,10062
Missouri,29091,13893,2881,17455,96.05444408002623,20.525410002024703,40140
Missouri,29093,3173,933,4269,96.0969546302051,22.44835029293864,10147
Missouri,29095,91557,71237,173275,67.1122178823146,15.518299486721714,693115
Missouri,29097,35070,10572,48326,88.48386373823398,17.47570308263104,119298
Missouri,29099,69036,31568,106238,96.08763234302138,10.147628955314145,223413
Missouri,29101,13719,5930,21132,87.9185692541857,14.383493105449595,53651
Missouri,29103,1416,379,1870,97.67287234042553,18.92875715028601,3945
Missouri,29105,12881,2553,16051,95.63535289035796,15.694810402107917,35427
Missouri,29107,10988,4053,15876,94.0866440407267,12.718665747068783,32542
Missouri,29109,13089,2901,16715,92.56218643651546,14.907574630829703,38224
Missouri,29111,3344,934,4456,93.94831115660183,16.914893617021278,10083
Missouri,29113,18159,5575,24962,94.96021867525748,11.240239029218756,55186
Missouri,29115,4088,1240,5587,96.56401944894651,16.121475780138876,12140
Missouri,29117,4879,1265,6421,93.73379068016398,17.599041413914478,15138
Missouri,29119,6599,1329,8242,83.17635211184171,21.36721546170365,22767
Missouri,29121,5798,1548,7621,95.76746998358814,16.2891046386192,15143
Missouri,29123,4102,1005,5321,96.34146341463415,17.981305346015088,12231
Missouri,29125,3561,794,4500,97.10206995003568,15.239294710327457,8874
Missouri,29127,9419,2994,12938,92.5986692188497,14.48593053996306,28667
Missouri,29129,1486,216,1745,96.75792507204612,13.64757467799397,3658
Missouri,29131,9285,1750,11416,96.66754270696451,16.277195809830783,24994
Missouri,29133,3600,1458,5169,73.20915577796312,28.444145582920065,13737
Missouri,29135,5347,1237,6830,90.2487727764373,11.62599396764464,16007
Missouri,29137,3159,853,4156,94.83861371411572,15.39556399003677,8637
Missouri,29139,4127,1119,5429,95.5753208736771,15.558736691419881,11477
Missouri,29141,6760,1768,8821,96.08497529041782,19.579679467795586,20099
Missouri,29143,5270,1933,7357,82.92256088668513,25.00285355553019,17890
Missouri,29145,20553,4990,26606,90.38784685953041,14.33734730403656,58219
Missouri,29147,6380,2529,9458,93.15666240953597,17.001359690408954,22492
Missouri,29149,3671,865,4668,95.90848565548966,24.870466321243523,10739
Missouri,29151,5856,998,7090,98.23839157491622,8.605318827440314,13596
Missouri,29153,3639,724,4505,96.98316498316498,25.328227571115974,9187
Missouri,29155,3964,1947,6027,73.09367329163038,30.894502228826155,17102
Missouri,29157,6908,1520,8740,96.91349575691213,10.250316856780735,19201
Missouri,29159,12810,4324,18111,88.49473883183164,15.195555124223603,42280
Missouri,29161,12709,4766,18553,90.65206316861946,19.564222944504632,44828
Missouri,29163,5274,1806,7382,88.61461655803633,18.049174220787283,18504
Missouri,29165,25933,20057,48885,84.41456433468682,6.080324009827201,98653
Missouri,29167,10438,2631,13763,95.26446280991736,16.80660979377981,31412
Missouri,29169,9876,2922,13488,72.15582765109858,14.220507270246104,52611
Missouri,29171,1936,353,2346,97.27345629510826,17.47755272499478,4831
Missouri,29173,3969,1138,5266,96.8236173393124,10.905693775199135,10228
Missouri,29175,7529,2283,10309,90.54932678032048,16.09113563545746,24970
Missouri,29177,7104,3090,10869,95.52833950441469,10.96116895303633,22721
Missouri,29179,2406,540,3038,96.62921348314607,22.09743751977222,6370
Missouri,29181,4522,830,5524,96.77510608203677,27.658951069440374,13781
Missouri,29183,121650,68626,201005,89.61735045348692,5.249287897374057,390795
Missouri,29185,3501,936,4630,96.19492656875835,20.670576518756224,9293
Missouri,29186,5496,2542,8469,97.03389830508475,11.687944864987006,17880
Missouri,29187,17468,6250,24728,92.32406111611678,16.33715754287538,66393
Missouri,29189,202434,286704,514858,70.06455332598915,9.211400444390843,998216
Missouri,29195,5977,2789,9274,84.52347083926031,15.918461894834376,22852
Missouri,29197,1505,354,1936,98.04628794709949,19.754231393461627,4491
Missouri,29199,1525,365,1968,98.30945558739255,16.117671431530972,4908
Missouri,29201,13168,3575,17256,86.9283704532357,18.382719613658434,38723
Missouri,29203,2966,776,3904,96.01179391682186,26.411589895988115,8244
Missouri,29205,2524,606,3255,97.12668698302134,16.607173210946797,6051
Missouri,29207,11079,1876,13291,96.97591202653169,19.079898148785354,29483
Missouri,29209,13158,2887,16567,96.53620202944991,12.886010868504115,31534
Missouri,29211,1884,526,2486,81.34481344813447,17.03198571196623,6343
Missouri,29213,18276,4373,23515,91.87412912215514,16.973237843950244,54749
Missouri,29215,8875,1728,10956,92.11033664541006,29.93911400377913,25852
Missouri,29217,6533,1707,8599,95.83039322599268,17.48475457362791,20554
Missouri,29219,11111,3915,15784,94.20363494234904,11.77121660833408,33815
Missouri,29221,7048,1926,9282,95.0832547910776,21.957828774663394,24832
Missouri,29223,4658,948,5655,97.19368340943684,26.00509298556987,13207
Missouri,29225,12840,3177,16743,95.63397560799596,16.705806138148837,38065
Missouri,29227,808,195,1046,97.58663366336634,14.176829268292682,2028
Missouri,29229,6707,1170,8119,96.86720469552458,24.174299195115182,18275
Missouri,29510,20832,104235,131191,48.27309236947791,24.289068095604424,313144
Montana,30001,3353,1143,4849,93.08167997938675,14.42135835567471,9444
Montana,30003,1853,2094,4237,35.43946744894505,25.51128616876231,13371
Montana,30005,1268,1202,2684,52.44950580146111,24.30064555794651,6657
Montana,30007,2348,573,3133,95.62581203984409,10.626319493314568,5788
Montana,30009,3748,1828,5991,95.66376811594203,10.296096904441454,10498
Montana,30011,678,70,786,98.32635983263597,13.839662447257384,1177
Montana,30013,19632,12175,34571,89.1935943285755,14.242805077290436,81488
Montana,30015,1679,732,2603,80.12646793134599,15.712780898876405,5794
Montana,30017,3657,1176,5185,94.5706251351936,11.442958847022053,11821
Montana,30019,730,168,962,95.14348785871964,10.298420128730251,1734
Montana,30021,3320,787,4374,94.25335570469798,11.194114318053197,9243
Montana,30023,1763,2058,4206,92.80155642023347,18.64487088367685,9069
Montana,30025,1279,154,1484,96.4711071901191,8.495460440985733,3091
Montana,30027,4269,1202,5840,95.74109450500056,14.590843547224225,11300
Montana,30029,30240,13293,46571,95.14487697634311,12.255346326589477,97693
Montana,30031,23802,24246,53819,93.8547216663854,11.383478844862324,104072
Montana,30033,653,34,718,97.91252485089463,13.806254767353165,1308
Montana,30035,1620,3121,5075,36.151882578174856,28.309070548712207,13669
Montana,30037,365,71,474,94.51219512195121,18.306351183063512,815
Montana,30039,1192,472,1777,96.44798840159477,13.121629718394248,3292
Montana,30041,3478,2371,6445,76.68850806451613,19.474075911684448,16446
Montana,30043,4177,1998,6714,95.09981851179673,8.828813414321157,11770
Montana,30045,872,235,1208,96.65615141955836,13.357400722021662,1949
Montana,30047,7530,4776,13181,73.39962709757614,19.168732384800844,29711
Montana,30049,16895,14478,34478,93.9345296107321,10.431846184268569,66792
Montana,30051,698,206,961,97.83983140147524,20.233968804159446,2428
Montana,30053,6729,2041,9330,95.43573747533262,18.655735981922327,19230
Montana,30055,862,154,1060,97.24437998549674,15.56350626118068,1739
Montana,30057,3297,1180,4778,94.97914183551848,11.174821610601427,7969
Montana,30059,729,193,977,96.81908548707754,18.253968253968253,1842
Montana,30061,1330,519,2012,93.86068476977569,17.767598842815815,4125
Montana,30063,22250,31543,59203,92.28120823309276,15.246112267954453,115896
Montana,30065,1967,332,2441,94.08919935518539,17.397049108125966,4636
Montana,30067,4980,3595,9359,95.54349487845896,11.732716589573696,16098
Montana,30069,278,30,322,99.01477832512316,15.132924335378323,498
Montana,30071,1723,318,2171,88.88888888888889,15.499877180054042,4116
Montana,30073,1799,738,2723,85.7111740361577,18.402718776550554,6028
Montana,30075,884,127,1053,95.99447513812154,10.733137829912023,1752
Montana,30077,2029,551,2794,90.59311775894864,17.531609737686356,6848
Montana,30079,556,100,689,95.1923076923077,12.100259291270527,1166
Montana,30081,14810,6223,22556,95.07203326897371,13.80869232425192,41876
Montana,30083,3908,671,4871,91.64302600472813,7.503494060097833,11408
Montana,30085,1797,1560,3652,42.82849886378826,23.91402104505801,11219
Montana,30087,2253,987,3453,64.02197131522735,16.586904502936697,9265
Montana,30089,4286,1218,5953,92.91028911564626,17.64033081119127,11466
Montana,30091,1241,477,1835,95.11504424778761,10.58659217877095,3596
Montana,30093,6376,8619,16452,92.84098372619134,15.455817137414805,34467
Montana,30095,3661,908,4873,95.54252998909487,8.394004282655246,9367
Montana,30097,1595,402,2107,96.2937062937063,9.837443946188342,3628
Montana,30099,2170,808,3188,96.0411198600175,14.061433447098976,6012
Montana,30101,1497,402,2037,89.92769882822239,16.824196597353495,4961
Montana,30103,351,59,443,93.89587073608617,10.274963820549928,685
Montana,30105,2698,886,3894,88.63558450462804,12.47982786444325,7537
Montana,30107,702,179,946,95.42927733168622,19.024390243902438,2111
Montana,30109,463,55,541,95.40942928039702,10.881801125703564,1047
Montana,30111,40920,22171,69108,90.50244080629628,8.762557342779164,157648
Nebraska,31001,9287,3302,13513,89.83247636423951,12.697414164155878,31657
Nebraska,31003,2732,383,3281,96.50637073571721,11.306572845034383,6356
Nebraska,31005,244,17,273,95.02923976608187,11.940298507462686,470
Nebraska,31007,357,19,402,93.27272727272728,12.547051442910917,724
Nebraska,31009,276,30,317,97.05882352941177,15.495867768595042,469
Nebraska,31011,2299,414,2905,97.68349183126067,10.05361930294906,5358
Nebraska,31013,3617,965,4924,86.25029968832413,11.546860782529572,11192
Nebraska,31015,983,128,1156,96.70886075949367,14.678423236514524,1980
Nebraska,31017,1385,153,1597,97.69722814498934,13.761153054221001,2984
Nebraska,31019,14569,4763,21129,89.3847945785684,11.216717937838125,49382
Nebraska,31021,2367,930,3558,95.28560250391236,10.67354274105329,6547
Nebraska,31023,3079,691,3981,95.92103116332191,8.916550234980312,8005
Nebraska,31025,8452,3484,12933,95.9194214876033,7.5793462813832315,25594
Nebraska,31027,3532,571,4420,98.03829985987856,9.440395015283329,8595
Nebraska,31029,1648,171,1898,87.643484132343,9.314997405293202,3954
Nebraska,31031,2623,317,3118,92.42860305512508,11.910972004868718,5829
Nebraska,31033,3665,711,4711,92.49771271729186,9.420654911838792,10066
Nebraska,31035,2422,477,3065,92.40860215053763,11.259920634920634,6149
Nebraska,31037,2171,859,3214,58.64122344024902,9.791504286827747,10659
Nebraska,31039,3122,719,4074,91.60035366931919,8.727108297535608,9001
Nebraska,31041,4695,641,5652,96.40192539109506,11.635131318836486,10837
Nebraska,31043,3616,2314,6279,57.119228118538935,11.95387444704011,20401
Nebraska,31045,2632,801,3676,88.05400245465704,16.918503839484767,8912
Nebraska,31047,5984,2136,8635,65.025516121549515,12.74383432156054,23823
Nebraska,31049,809,120,984,93.35124244459368,11.513513513513514,1868
Nebraska,31051,2041,556,2782,88.77266387726638,8.504606661941885,5744
Nebraska,31053,9933,4544,15529,88.7094453636429,11.66718445505126,36567
Nebraska,31055,108077,113798,240433,75.03558205452117,12.432539184490103,555894
Nebraska,31057,823,89,953,91.19669876203577,12.361419068736142,1815
Nebraska,31059,2130,613,2941,95.9468438538206,9.834274266982334,5640
Nebraska,31061,1347,250,1673,97.24845995893224,13.331071913161466,3012
Nebraska,31063,1110,161,1328,97.45882352941176,12.540192926045016,2650
Nebraska,31065,1921,304,2340,95.27537796976242,14.020089762769821,4771
Nebraska,31067,6380,2935,10048,96.74107675778917,11.331841074426412,21609
Nebraska,31069,869,153,1075,94.19354838709677,16.270470153195983,1911
Nebraska,31071,821,121,980,98.46153846153847,12.788906009244993,2001
Nebraska,31073,794,166,1010,94.51880178457617,9.807991696938247,2023
Nebraska,31075,367,20,405,97.90874524714829,9.98439937597504,664
Nebraska,31077,912,210,1175,97.19222462203024,14.267352185089974,2405
Nebraska,31079,14408,6282,22060,73.15214233030106,12.662584808869767,61530
Nebraska,31081,3783,878,5004,96.18552232336367,7.7067669172932325,9170
Nebraska,31083,1496,254,1832,97.31321310268679,12.130090829182537,3462
Nebraska,31085,472,30,514,94.41340782122904,16.778523489932887,891
Nebraska,31087,1232,161,1468,95.95270577535243,12.926391382405743,2844
Nebraska,31089,4354,531,5118,95.72261827608554,10.567650859926433,10235
Nebraska,31091,355,40,417,96.85185185185186,8.187134502923977,691
Nebraska,31093,2284,544,2994,96.91484985602634,10.468972051160588,6419
Nebraska,31095,2399,837,3494,95.75984322109389,10.748260684367457,7178
Nebraska,31097,1355,563,2089,80.85004775549189,12.609117361784675,5208
Nebraska,31099,2531,550,3296,94.46234393878373,9.089494163424124,6569
Nebraska,31101,3235,571,4034,92.66821345707656,12.81922254371619,8106
Nebraska,31105,1330,230,1677,89.71929824561403,12.971175166297117,3684
Nebraska,31107,3188,720,4115,90.47322540473225,12.943582340911824,8501
Nebraska,31109,61588,61898,136223,85.21483909540554,12.22488655816102,310548
Nebraska,31111,12164,2913,16131,90.72616572616573,9.38127186191869,35474
Nebraska,31113,400,32,453,96.7128027681661,10.313315926892951,797
Nebraska,31115,323,48,385,97.6,15.98639455782313,616
Nebraska,31117,257,14,287,96.42857142857143,12.244897959183673,505
Nebraska,31119,10628,2711,14343,84.72465534313352,14.34931304911846,34935
Nebraska,31121,2926,602,3788,95.07193649743675,10.40605823214519,7849
Nebraska,31123,1802,284,2209,85.35271943995691,16.503407155025553,4892
Nebraska,31125,1261,281,1621,96.60404624277457,12.489158716392021,3577
Nebraska,31127,2116,785,3161,95.1183970856102,13.41991341991342,6981
Nebraska,31129,1726,353,2205,96.8869309838473,12.5,4268
Nebraska,31131,4860,2025,7457,91.71048307591192,9.485284749649638,15984
Nebraska,31133,974,279,1327,97.26156751652503,15.36688436419516,2711
Nebraska,31135,1217,161,1455,96.4170877354157,10.557699052963871,2906
Nebraska,31137,3849,572,4695,94.16163359217717,9.183786785119379,9184
Nebraska,31139,3052,382,3630,97.51160631383473,9.583392577847292,7156
Nebraska,31141,10965,2646,14433,83.53119993427268,9.039687945018885,32946
Nebraska,31143,2028,413,2582,94.96007984031935,8.017292198860288,5202
Nebraska,31145,4258,645,5170,93.83773495122531,10.667183863460046,10783
Nebraska,31147,2769,818,3805,94.60574329684277,12.36811999491547,7998
Nebraska,31149,687,70,798,97.59786476868328,13.76757957068838,1412
Nebraska,31151,3004,1733,5136,75.05773672055427,11.501356647573107,14295
Nebraska,31153,45143,28033,80580,84.46194103442117,5.813290263557661,178328
Nebraska,31155,7555,2523,10860,96.69254560373666,7.38479430149731,20995
Nebraska,31157,10076,3207,14317,77.28915003102077,15.886640587622775,36553
Nebraska,31159,5454,1875,7922,96.05677023398542,7.8930777959904175,17085
Nebraska,31161,2211,287,2608,87.002457002457,16.214634146341464,5239
Nebraska,31163,1150,340,1573,97.63713080168776,12.320053565450284,3025
Nebraska,31165,616,81,736,95.06416584402764,15.483870967741936,1262
Nebraska,31167,2187,417,2801,94.19225634178905,7.588304884231873,5987
Nebraska,31169,2051,499,2690,97.2849530575996,11.187817258883248,5099
Nebraska,31171,344,30,393,95.4954954954955,13.924050632911392,722
Nebraska,31173,1043,919,2088,45.894460258375304,25.27378751244489,7140
Nebraska,31175,1780,339,2205,97.19626168224299,11.612121212121213,4181
Nebraska,31177,7424,2623,10832,96.11513558561447,7.016930529890626,20568
Nebraska,31179,2693,835,3776,91.9047619047619,11.99614968114547,9453
Nebraska,31181,1330,306,1708,94.77611940298507,12.870716959401094,3582
Nebraska,31183,377,62,465,97.97822706065318,11.398963730569948,803
Nebraska,31185,4700,1186,6381,93.11679728071005,10.48848353686814,13761
Nevada,32001,7830,2210,10938,77.89849197340685,14.16922365600437,24016
Nevada,32003,320057,402227,767156,48.77604169824063,14.628034058411219,2156724
Nevada,32005,17415,8454,27885,84.64206156338598,9.70818833591883,47947
Nevada,32007,13551,3401,18559,70.72094682059546,10.420822089248698,52283
Nevada,32009,329,65,423,75,14.82889733840304,828
Nevada,32011,723,74,854,82.76553106212425,9.884937238493723,1940
Nevada,32013,4521,1386,6433,70.34527793649498,11.942636779946975,16873
Nevada,32015,1828,403,2413,73.3741753063148,11.887125220458554,5765
Nevada,32017,1671,285,2132,86.81806961244138,14.133165829145728,5178
Nevada,32019,16005,6146,23762,80.11581140669671,11.934945155046115,52854
Nevada,32021,1179,637,1997,67.47899159663866,18.24185834661808,4396
Nevada,32023,13324,5094,19595,80.83956774729842,15.92761038468827,43399
Nevada,32027,1403,430,1982,68.44713656387665,17.46031746031746,6606
Nevada,32029,1616,752,2558,87.11903392754456,7.817911924789708,3989
Nevada,32031,94758,97379,209909,68.82953385505274,12.52160861932648,452429
Nevada,32033,2723,707,3773,74.24359968968193,14.672279013830428,9744
Nevada,32510,13125,9610,25016,72.96834109173442,12.983979926655087,54283
New Hampshire,33001,19315,13517,35045,96.7133094695737,9.951155866314275,60606
New Hampshire,33003,14635,12987,29616,97.34043896648397,10.466906105695228,47399
New Hampshire,33005,16876,22064,41895,95.95723408372572,8.556706836355445,75697
New Hampshire,33007,7952,6563,15627,96.50865312264861,13.787032334518369,31923
New Hampshire,33009,19010,28510,51191,92.5422226995677,10.28423521405743,89311
New Hampshire,33011,100013,99589,214157,88.19894475481068,7.997138519183677,407718
New Hampshire,33013,37674,40198,83648,94.58186397984886,7.424535085369464,148133
New Hampshire,33015,90447,79994,181434,94.43978868321379,4.218254153055997,303922
New Hampshire,33017,29072,34894,69000,93.10211011399467,7.691201718553101,127270
New Hampshire,33019,10796,10210,22683,96.94036300777874,9.490051514721868,43036
New Jersey,34001,52690,60924,117291,60.554277525314426,14.229794551543126,270830
New Jersey,34003,175529,231211,419296,59.12331436452234,6.864730722707452,942387
New Jersey,34005,89272,121725,218943,70.50379849191248,6.20586146055315,448342
New Jersey,34007,72631,146717,226592,61.08712281976929,12.016269772569434,510741
New Jersey,34009,28446,18750,48722,88.52764547525368,11.875954549885725,93920
New Jersey,34011,24453,27771,54004,51.89916597022053,18.412345316292765,153914
New Jersey,34013,63176,240837,310934,33.434442764723244,16.251488743365698,803876
New Jersey,34015,67544,66870,139542,81.37998683286129,7.776933037558539,291703
New Jersey,34017,49043,163917,219375,31.084336908579672,15.642725295748544,686391
New Jersey,34019,38712,28898,70836,87.52129215847377,4.480542516066759,125061
New Jersey,34021,46193,104775,156529,54.15571056826387,11.126427615277263,373660
New Jersey,34023,122953,193044,326102,47.39639037941637,8.55412008342607,839986
New Jersey,34025,166723,137181,314377,77.91986220909281,7.085675518511339,626782
New Jersey,34027,126071,115249,250416,73.69969856241396,5.423475303472125,498844
New Jersey,34029,179079,87150,274362,86.75898367328,11.035102278268754,592944
New Jersey,34031,72902,116759,194802,45.02892672582405,17.20923225262143,511265
New Jersey,34033,16381,11904,29494,78.5024203512041,12.640981973586968,63158
New Jersey,34035,65505,85689,157092,60.16187431797236,5.245669248407489,334373
New Jersey,34037,46658,24212,74126,88.69852108689498,6.002895013197854,142288
New Jersey,34039,68114,147414,221975,43.240624723434586,10.645799623912188,561106
New Jersey,34041,29858,17281,49236,84.92358772694092,8.31399956081307,106845
New Mexico,35001,94698,143417,274662,44.14052664107984,16.204134037105725,675588
New Mexico,35003,1464,427,2049,77.72389266084707,23.242467718794835,3532
New Mexico,35005,12872,5534,20271,44.95236503426375,21.996253679421997,65371
New Mexico,35006,3195,3741,8063,22.42356159030966,26.90072542182678,26996
New Mexico,35007,2585,2129,5332,51.121121121121114,21.36029100752897,12262
New Mexico,35009,9035,3121,13370,54.03836721347213,18.93257734500185,50168
New Mexico,35011,620,193,910,59.91649269311065,21.224031443009544,1841
New Mexico,35013,25374,37947,70648,32.09166369990069,25.63271811119806,213874
New Mexico,35015,13147,5033,19667,51.872734595247685,15.241341744126794,57456
New Mexico,35017,5288,6276,12811,50.726920826394206,22.798077270591637,28033
New Mexico,35019,595,970,1827,17.916907097518752,25.07878151260504,4372
New Mexico,35021,311,156,527,57.407407407407405,14.307228915662652,692
New Mexico,35023,910,784,1872,42.18517415897588,26.6903073286052,4330
New Mexico,35025,12495,3930,17712,42.00612777857745,18.048310610551273,69850
New Mexico,35027,5896,2331,8902,68.08132147395172,18.180873720845668,19294
New Mexico,35028,3359,5562,10885,75.10174937522314,3.9911308203991127,18152
New Mexico,35029,3478,3195,7295,36.15483726401882,27.64932562620424,24288
New Mexico,35031,5104,13576,21703,10.835744945326004,34.379248610157624,72958
New Mexico,35033,665,1536,2441,20.426911645501217,25.161433979069248,4547
New Mexico,35035,11887,6124,20060,54.84621712176233,20.527742979020314,65184
New Mexico,35037,2212,1017,3572,54.98562566197609,24.579124579124578,8381
New Mexico,35039,3599,9592,14878,15.301680841090203,22.540849467509254,39158
New Mexico,35041,3884,1454,5950,57.406766761226045,22.300155867290137,19082
New Mexico,35043,25905,27707,61690,49.09812882803573,14.477449147260469,140224
New Mexico,35045,27946,12865,46110,43.54265402843602,17.401993179835575,127772
New Mexico,35047,2313,7285,10751,20.087664925174884,25.66348493355793,27956
New Mexico,35049,14332,50793,71434,48.40614226471029,13.985292308533467,147943
New Mexico,35051,3010,1612,5181,70.81334612514657,26.965055489314864,11134
New Mexico,35053,2616,3313,6868,39.655570077650495,25.434967757634748,16919
New Mexico,35055,2727,10668,15260,39.54392523364486,22.400243679561378,32857
New Mexico,35057,3714,1785,6324,55.97249834327369,27.321770008194484,15426
New Mexico,35059,1216,320,1702,54.381823546768956,20.11986301369863,4153
New Mexico,35061,13215,10841,27592,37.41488326848249,18.6050918343868,75639
New York,36001,47810,83077,139830,76.25815998949793,12.141031808582142,309080
New York,36003,12525,4882,18692,95.31700288184439,18.35257746445886,47110
New York,36005,37797,353646,399522,10.68708185092179,28.59294420259505,1468976
New York,36007,40943,39212,86072,86.51482469463554,16.451670479806584,194830
New York,36009,19692,9497,31161,93.10396385021762,14.644913372425439,77761
New York,36011,17384,13522,33172,91.94540128126711,12.546356041567616,77757
New York,36013,31594,19091,54234,90.32286263768285,19.245188903906804,129638
New York,36015,20097,13757,36119,89.0592075975664,15.188104490236217,86040
New York,36017,11921,6775,20160,96.16310720268007,15.21378644444911,48323
New York,36019,14449,15059,32105,90.19968352045814,14.428833396256943,80973
New York,36021,13756,15284,30902,89.93657843666847,12.67361111111111,61010
New York,36023,9900,8771,20244,94.1421619382895,16.358206253676638,47934
New York,36025,11942,6627,19792,93.51492259403096,17.540666328740613,45425
New York,36027,61797,62261,130934,74.92244946061864,9.243919092226047,294567
New York,36029,188303,215456,423625,79.09590433409494,14.176579466792072,923116
New York,36031,7958,7762,17218,92.09380128771619,12.599388379204893,38014
New York,36033,8221,7297,16952,81.2557620457082,18.433128147733633,51139
New York,36035,13462,6496,21214,94.46975537954721,14.97889493098072,53696
New York,36037,16915,7650,26432,92.38573189988968,11.44822221043512,58163
New York,36039,13073,7405,22050,87.1837044534413,16.37824335576209,47516
New York,36041,2064,949,3225,96.40397857689365,10.227523746410426,4566
New York,36043,16699,8083,26255,96.24764337408016,16.288380149353728,62479
New York,36045,21763,13809,38236,84.44818560243534,15.29516662332355,114084
New York,36047,141044,640553,805605,36.934969719412294,20.56348084869917,2650859
New York,36049,7400,3146,11325,96.80726420620972,15.805551365213455,26646
New York,36051,17290,10697,30031,91.88233280724106,13.857034951589645,64202
New York,36053,15936,11667,30064,94.3908134104691,11.133448353461855,71389
New York,36055,136582,188592,347790,75.01653949631721,14.74467356230385,747326
New York,36057,11301,6595,19054,85.52309191980399,19.86152733285109,49266
New York,36059,288313,326088,636967,63.33604503291442,6.132244045287524,1365857
New York,36061,64929,579013,668939,49.55028451387897,17.242048221059015,1662164
New York,36063,51961,35559,92402,88.80722000295901,12.591601105472474,211798
New York,36065,51437,33743,91009,85.6674838667121,16.250571350214827,231273
New York,36067,83649,112337,208440,81.06107593985578,14.630524900254505,466635
New York,36069,26029,22233,52258,92.55350943743247,9.602850846345008,109586
New York,36071,76645,68278,152021,67.89140149813,12.64355659689172,379915
New York,36073,10936,4470,16380,87.86841547269258,15.229277350802084,41292
New York,36075,27688,17095,48180,95.58132581582095,17.18200675010547,118907
New York,36077,13308,10451,25668,92.88259045206239,14.731535713638094,60343
New York,36079,27024,19366,48563,81.89957576141327,6.010923341184699,99107
New York,36081,149341,517220,686393,27.361212685326773,13.34751907726765,2356044
New York,36083,33726,32717,71562,86.88773197004518,11.649667578180688,159736
New York,36085,101437,74143,180960,64.89637340478946,13.183678847878666,477383
New York,36087,60911,69342,135087,63.13483631191744,14.375835172006587,326875
New York,36089,19942,16488,39158,92.63636259833979,17.47666396103896,109989
New York,36091,54575,50913,114094,92.43246836705299,6.304178631813424,227560
New York,36093,28953,33747,67280,79.05808322076895,11.381531379143366,154972
New York,36095,8831,4240,14050,94.47631599348787,12.71571906354515,31453
New York,36097,5050,3091,8772,96.20523415977962,15.047373437237205,17998
New York,36099,7236,5697,13980,89.76511276028532,13.48644178862296,34781
New York,36101,26831,12526,42002,95.1117577040074,13.164328510120352,96830
New York,36103,350570,303951,681254,71.58168719339157,7.602372323079486,1494334
New York,36105,15931,12568,29955,75.63403810134484,16.890679767063173,75370
New York,36107,13260,7526,22299,96.39397341828342,12.733002965021045,48778
New York,36109,10371,28890,42678,79.02761536385715,18.538848591779388,104561
New York,36111,34006,42101,81355,82.67087162198902,13.875294227318276,179546
New York,36113,15751,13091,31408,95.51655805800084,11.710822998872604,64519
New York,36115,13610,9098,24528,93.00693692609968,11.051976186820871,61806
New York,36117,23380,13473,39687,92.3886173380527,10.35789098364309,90924
New York,36119,131238,272926,420655,56.73093259123948,10.037622525921426,978604
New York,36121,12442,3904,17298,89.41564590524483,10.024648554944608,40439
New York,36123,5660,3659,10066,96.01895246433537,14.089854461084158,25022
North Carolina,37001,38815,29833,71157,68.92824100374946,16.117787299848576,159325
North Carolina,37003,13893,3767,18271,88.79575489235137,15.001944336425755,37270
North Carolina,37005,3814,1306,5315,90.24714618197939,20.563800989452066,10945
North Carolina,37007,4506,5859,10545,46.681240063593,25.109822526796698,25119
North Carolina,37009,9412,3500,13424,94.02432333577177,16.133503146538807,26754
North Carolina,37011,6298,1689,8249,89.83566646378576,19.70427090897089,17500
North Carolina,37013,14543,8764,23938,69.72702068671359,18.996232679905496,47361
North Carolina,37015,3456,5778,9347,36.735334756940084,24.364534724128465,19449
North Carolina,37017,8550,7058,15897,57.77227351197178,26.38305532221289,33796
North Carolina,37019,42720,23282,68351,84.90155244225673,13.844281657877783,126353
North Carolina,37021,55716,75452,138947,87.05255067265442,13.522120050982867,255334
North Carolina,37023,26238,11251,38920,85.23829489867227,17.662667281956622,88802
